File,Start,End,Center1,Center2,group,steady_start,steady_end,f0,f1,f2,f3,f4
m16ih,59.0,193.0,94.0,87.0,men,68.4,112.6,145.29465071963477,418.71282121230917,1898.8605725161349,2537.7022188620963,3283.405092973101
m17ih,86.0,255.0,120.0,117.0,men,90.6,146.4,145.8362094912385,410.6194281173957,2027.8515721500753,2580.4359528755867,3690.0962715334695
m18ih,110.0,289.0,162.0,193.0,men,148.0,207.0,142.05426402648163,496.68576133736866,1953.99720793353,2705.3201461530266,3356.0901114540447
m19ih,144.0,338.0,176.0,168.0,men,144.0,204.0,160.39623498118803,472.73408530176874,2075.6268794703874,2749.051453222581,3423.4237903870094
m20ih,86.0,307.0,112.0,129.0,men,86.0,157.0,139.38135085794482,432.56073411542656,1570.3444913348856,2019.6915821923658,2934.3884480615743
m21ih,84.0,229.0,96.0,112.0,men,84.0,127.9,125.25376198439858,422.7495939320029,1968.7545310128494,2524.763626499509,3531.7771033668796
m22ih,135.0,355.0,160.0,167.0,men,135.0,199.8,126.91379034098208,464.0387032239797,2063.7964414439193,2744.8706312869886,3553.6611813954873
m23ih,67.0,274.0,107.0,139.0,men,88.8,157.2,114.55460186096299,461.21612317822525,1964.4274467506343,2622.1068471650315,3435.1914028301894
m24ih,98.0,300.0,144.0,144.0,men,110.7,177.3,139.46796631800387,515.9793132335574,1944.7032992067445,2729.0995159535037,4043.5399821417027
m25ih,70.0,246.0,92.0,78.0,men,70.0,114.0,106.10171871173961,420.16949464552965,1965.7194145697745,2573.751575285866,3733.026014173254
m26ih,119.0,316.0,167.0,142.0,men,122.0,187.0,130.30780807525832,443.67220877102073,1958.658390841735,2633.6580868897586,3314.891199251682
m27ih,101.0,289.0,160.0,168.0,men,133.0,195.0,114.22012213323134,459.6308067935123,1996.3514174610773,2627.356556947007,3404.5387414302545
m28ih,96.0,256.0,112.0,129.0,men,96.0,146.9,189.37381242641618,481.5009915588521,2122.7582235844557,2769.7778846322853,3979.816050889058
m29ih,106.0,251.0,144.0,160.0,men,128.1,175.9,130.91168093374958,410.7261232364087,2071.0915862855145,2406.878058684044,2874.910696728832
m30ih,108.0,286.0,140.0,145.0,men,113.1,171.9,106.24242510723813,401.6374619377823,2139.7326450063442,2737.993673171124,3565.63063090938
m31ih,102.0,236.0,128.0,142.0,men,112.9,157.1,161.63484337640767,448.95545572224034,2122.4023922388737,2758.2165413257144,3812.2351219625402
m32ih,86.0,240.0,109.0,112.0,men,86.0,135.9,147.16700687047032,439.636543558577,2023.037540872622,2608.65650788103,3873.174658918396
m33ih,70.0,274.0,88.0,104.0,men,70.0,129.7,147.9803093071077,446.0605756303357,1963.1803275970676,2598.426095348686,3727.6136384961683
m34ih,103.0,275.0,121.0,138.0,men,103.0,157.9,127.54966057593306,393.9577223679592,1912.5346437432488,2642.81119082298,3454.836744252032
m35ih,77.0,303.0,104.0,112.0,men,77.0,145.3,112.70013662290434,416.3067293831414,1999.2901601692859,2609.7423580712566,3256.8515934190923
m36ih,120.0,294.0,137.0,146.0,men,120.0,170.2,130.39099877162866,433.36678036794416,1959.1295731460114,2623.8325873521017,3037.948240894087
m37ih,60.0,207.0,83.0,81.0,men,60.0,106.3,140.58096904052212,436.8647704739186,1847.5036369491615,2569.8351075199644,3299.69354256816
m38ih,79.0,221.0,94.0,94.0,men,79.0,117.4,138.37091469922063,420.6679195891765,2143.9079312345157,2612.7801339698854,3705.6758236148307
m39ih,91.0,259.0,118.0,116.0,men,91.0,144.7,150.92309031522035,441.6355633839291,2081.530243496312,2787.370625705086,3516.2847329956007
m40ih,98.0,292.0,144.0,168.0,men,124.0,188.0,140.6288909297665,426.01055136238074,2044.965307413245,2660.8065027986054,4183.183215840029
m41ih,62.0,247.0,97.0,96.0,men,66.0,127.0,145.1620117375126,443.4037398545567,1850.2590862726665,2655.440455589291,3745.7757778096347
m42ih,143.0,334.0,191.0,217.0,men,172.5,235.5,159.2990055978451,474.9476032242246,1941.1458735104145,2780.9931488030275,3588.5129762544966
m44ih,94.0,298.0,111.0,130.0,men,94.0,154.2,110.12370448294979,435.00251231248455,1974.1481486654648,2659.6117016579783,3262.914366915776
m45ih,108.0,332.0,160.0,184.0,men,135.0,209.0,192.62856372583195,461.9315567542808,2460.743453984973,3015.079720483268,3923.138238349199
m47ih,43.0,287.0,64.0,80.0,men,43.0,112.3,130.7386505406345,410.4839272795031,1799.3289227864402,2518.0371662491443,3439.9286222056908
m48ih,51.0,233.0,92.0,67.0,men,51.0,109.5,135.1471006807688,412.9439414162271,1992.458097786391,2622.354025369329,4013.173678592848
m49ih,72.0,249.0,104.0,120.0,men,82.8,141.2,137.72969701920377,416.2350237564986,2252.758253020534,2911.8346942976714,3185.006440279516
m50ih,63.0,261.0,74.0,95.0,men,63.0,117.2,131.2299371698047,462.90823098682944,2085.433954188129,2693.502551047545,2948.0642127075803
w01ih,75.0,251.0,128.0,127.0,women,98.5,156.5,244.03277474391163,492.4876793515726,2249.0136359116564,2996.802669827254,4539.378333964798
w02ih,110.0,466.0,174.0,195.0,women,125.8,243.2,221.8157580327982,472.07231761128355,2453.8526548157647,3002.5741037945395,4371.402333841287
w03ih,54.0,251.0,86.0,98.0,women,59.5,124.5,208.95490107102614,515.9339428629019,2325.2271736866196,2946.379569741348,3861.85263380047
w04ih,91.0,447.0,180.0,200.0,women,131.3,248.7,224.55181895231408,531.0868408602149,2374.376282411988,3117.8459534411945,4676.630024261087
w05ih,178.0,444.0,216.0,220.0,women,178.0,261.9,249.33532182742414,503.1324381471095,1927.3307455311765,2783.288411865786,4177.491877384794
w06ih,123.0,389.0,235.0,202.0,women,174.6,262.4,214.38303903858576,526.9006553722179,2160.4162989338065,2950.499020542943,4079.987216885182
w07ih,105.0,390.0,160.0,152.0,women,109.0,203.0,205.27881395823005,541.11782419205,2383.2800191355145,3020.787322334979,4254.712937125954
w08ih,179.0,359.0,212.0,212.0,women,182.3,241.7,249.41288238691368,493.9637354769388,2321.9864593368097,2831.564140057255,3673.0684172394463
w09ih,57.0,275.0,117.0,136.0,women,90.5,162.5,251.63284231909535,506.7759149944462,2202.046890399707,2917.957608817792,4136.1692098214735
w10ih,62.0,311.0,126.0,142.0,women,92.9,175.1,231.3367473389107,483.38854693327653,2276.8320052767713,2898.9559873315707,3869.6104991719185
w11ih,74.0,394.0,88.0,104.0,women,74.0,148.8,210.25853044211533,498.8540753050821,2362.6319419145807,2956.603960775628,4091.681306773163
w12ih,118.0,364.0,160.0,168.0,women,123.4,204.6,240.48155572057627,483.31888614139746,2572.761812190714,3266.3525727368306,4272.5235967975295
w13ih,86.0,305.0,199.0,191.0,women,158.9,231.1,241.91868015630763,549.1117192566354,2236.316463053221,2855.25645348308,3351.089549880258
w14ih,112.0,321.0,193.0,185.0,women,154.5,223.5,226.93793644746853,495.0980852117539,2313.70692137144,2967.374674107896,4394.850592597822
w15ih,113.0,331.0,171.0,183.0,women,141.0,213.0,237.4985852453833,480.35252077886616,2130.3018985434487,2960.604720120431,4348.917534366414
w16ih,143.0,433.0,200.0,208.0,women,156.1,251.9,216.77227335577126,492.20914690112994,2563.5312720132074,3144.6477586754,4594.065366233245
w17ih,113.0,316.0,152.0,168.0,women,126.5,193.5,226.1655976735571,492.4097449436611,2311.012560271931,2859.20806086504,4442.692000145009
w19ih,127.0,383.0,168.0,176.0,women,129.8,214.2,253.00852269306884,507.1669289673279,2335.858525420795,3157.5191066606467,4457.038444568932
w20ih,190.0,430.0,232.0,253.0,women,202.9,282.1,220.6885637275377,497.39249511657124,2224.034914953064,2955.6838730740437,4093.0185697243055
w21ih,147.0,492.0,256.0,288.0,women,215.1,328.9,231.52631536918932,467.5295063069809,2150.124710874988,2973.4683090334547,4181.69024386772
w22ih,92.0,263.0,113.0,133.0,women,94.8,151.2,193.26819975773853,458.48751577087086,2406.230160472949,3119.4870873288473,4515.297055295958
w23ih,88.0,315.0,216.0,148.0,women,144.5,219.5,214.20843754233084,546.7029699208755,2127.6528527415758,2900.9020136430645,4336.373101392002
w24ih,114.0,372.0,208.0,224.0,women,173.4,258.6,256.7250377615848,527.6045862098055,1513.9188022734625,2564.1587318531256,3477.335218177055
w25ih,158.0,460.0,208.0,232.0,women,170.2,269.8,222.8741136249029,594.2825061484938,2408.273633940149,3356.0763993049104,4595.828004970969
w26ih,128.0,337.0,160.0,176.0,women,133.5,202.5,226.1037340251913,460.02459017538786,2299.3777659625457,2988.7021778863295,3892.693350650901
w27ih,80.0,277.0,96.0,104.0,women,80.0,132.5,256.33099269663245,508.4867776272724,2440.6575373608725,2953.038693230366,3894.125622847614
w28ih,54.0,221.0,72.0,80.0,women,54.0,103.6,250.742232794284,518.9385806373251,2336.3835079580267,3067.6519467486114,4495.716439580409
w29ih,83.0,302.0,120.0,128.0,women,87.9,160.1,267.67441341806295,529.108255843131,2526.8010462761786,3009.820466694365,3851.318462294833
w30ih,104.0,312.0,136.0,152.0,women,109.7,178.3,249.1117562821069,510.0595778143449,2445.7493384630498,3168.6495328318365,4038.336126773161
w31ih,218.0,479.0,247.0,272.0,women,218.0,302.6,209.27163905056332,422.7850227594647,2190.4148314478066,3038.0581831641944,4106.159029734288
w32ih,86.0,299.0,148.0,143.0,women,110.4,180.6,182.424432379915,510.4721615244862,2072.5378767892826,2686.938448363266,4957.805543851633
w33ih,76.0,303.0,154.0,193.0,women,136.0,211.0,251.78652559963666,568.9958884398613,1427.5070400188267,2535.5806637778405,3716.915843640902
w34ih,112.0,287.0,139.0,162.0,women,121.6,179.4,235.9334496481318,476.6232602867128,2448.3357430462,3059.1110667594453,3779.161690812198
w35ih,142.0,318.0,160.0,168.0,women,142.0,193.0,222.30383173760697,455.4730355719856,2459.715972239062,2990.3304228816414,4202.223088882507
w36ih,155.0,508.0,385.0,395.0,women,331.8,448.2,224.3368247479024,487.20471487392155,2235.6960857016347,3161.84443608889,4363.143709398438
w37ih,145.0,508.0,184.0,200.0,women,145.0,251.9,201.51962760231999,455.67873108097905,2445.5911415816563,3131.138474491841,4412.843339670715
w38ih,97.0,336.0,152.0,173.0,women,123.1,201.9,233.13372710761138,483.0732329445482,2268.5489186127584,3132.0967497513457,4361.110458938635
w39ih,140.0,387.0,160.0,168.0,women,140.0,204.8,215.01004255276197,445.15079207309867,2545.163577455231,3051.787720996473,4238.204460324335
w40ih,136.0,363.0,176.0,192.0,women,146.5,221.5,206.94291183142718,504.6072002398876,2324.577001388088,3091.9095303035356,4257.742760454175
w41ih,109.0,309.0,160.0,168.0,women,131.0,197.0,222.98215734962955,458.8017707987371,2622.6140897962273,3279.4508221568017,4202.439786259419
w42ih,83.0,253.0,104.0,147.0,women,97.5,153.5,237.10977660706718,474.08003729337173,2117.2021612270014,2992.7880769683034,4044.347092873742
w44ih,118.0,384.0,155.0,178.0,women,122.6,210.4,227.72914387028277,472.8954290830636,2233.620403835455,2914.744211816055,3984.0203480357545
w45ih,127.0,414.0,176.0,200.0,women,140.6,235.4,215.28454905983708,459.81089793889004,2353.032619939541,2940.098759847081,4348.886280372845
w46ih,76.0,328.0,126.0,146.0,women,94.4,177.6,150.446820027949,469.3969485190945,2475.373997683368,3008.903440678819,4217.560477106455
w47ih,86.0,294.0,136.0,144.0,women,105.7,174.3,224.88287803030653,464.7638722612689,2254.0865410829224,2664.149977629062,4277.298718496319
w48ih,78.0,287.0,96.0,110.0,women,78.0,137.5,240.18786054477405,492.4937879134168,2194.807128869521,2879.7922430982594,4004.995514690451
w49ih,75.0,291.0,115.0,132.0,women,87.9,159.1,225.92286637432176,464.4124746786763,2556.626819787034,3017.715555104664,4443.570929618228
w50ih,96.0,341.0,128.0,136.0,women,96.0,172.4,245.7328328711261,501.12025971411106,2371.0776689108807,3084.526113243178,4073.658899195095
b01ih,81.0,278.0,112.0,157.0,children,102.0,167.0,263.7187911589709,546.519564414268,2480.795962758962,3577.995876490692,4936.043031772379
b02ih,181.0,420.0,232.0,248.0,children,200.6,279.4,288.64789261894396,573.5727394873796,2694.8071366716927,3863.927774340883,4849.048836778527
b03ih,148.0,432.0,294.0,251.0,children,225.6,319.4,221.31460154422885,580.0072523000752,2721.555038128564,3668.3066641157557,4836.484097433963
b04ih,124.0,392.0,169.0,207.0,children,143.8,232.2,251.2255833202577,533.8651966866454,2469.272187734102,3624.457082427354,4932.145835184816
b05ih,79.0,288.0,104.0,112.0,children,79.0,142.5,234.6054813131227,484.65741883703424,2560.0346686125567,3887.294769579345,5150.319003016119
b07ih,105.0,373.0,311.0,285.0,children,253.8,342.2,299.953587337304,616.1510825164371,2354.2446751176226,3685.955769913953,4376.17100378069
b08ih,236.0,441.0,259.0,280.0,children,236.0,303.3,219.43463891007556,454.7041320627858,2927.8938561037717,4176.33624635944,5259.851847387749
b09ih,158.0,390.0,279.0,256.0,children,229.2,305.8,235.01076114229886,542.7108186616725,2569.282134677047,3874.243660940034,5433.734332287614
b10ih,142.0,405.0,257.0,252.0,children,211.1,297.9,207.81807168563907,525.4082164336711,2708.667357839528,3638.843719619841,4730.165886035571
b11ih,93.0,320.0,200.0,231.0,children,178.0,253.0,197.6625328891074,547.333277284112,2475.448770184381,3695.514382741527,4840.782776698768
b12ih,118.0,423.0,299.0,306.0,children,252.2,352.8,260.8641746497455,547.8302175848188,2601.3195060441794,3541.5686069913572,4961.076367619565
b13ih,117.0,370.0,128.0,152.0,children,117.0,181.7,222.7242950961962,494.76104175105837,2502.3422620794736,3676.1968702294753,5121.3513866676585
b14ih,90.0,267.0,104.0,112.0,children,90.0,137.2,232.67186727559746,477.60252741934585,2701.542454235293,3746.9362262306554,5078.968151300362
b15ih,94.0,349.0,152.0,126.0,children,96.9,181.1,282.9783112679497,563.0298504987927,2553.831455870616,3675.72453854148,5164.007317930612
b16ih,155.0,445.0,270.0,304.0,children,239.1,334.8,197.6026769669834,562.5458209541317,2600.809339977327,3513.1114219793744,4927.648890671631
b17ih,122.0,398.0,180.0,158.0,children,123.5,214.5,249.74708616117817,499.0575356881708,2576.0151632342768,3635.0311370345153,5089.296818025354
b18ih,88.0,284.0,159.0,155.0,children,124.7,189.3,266.04591199471184,538.2770012453658,2396.733118355986,3346.256906730068,4402.0971633801255
b19ih,57.0,320.0,104.0,120.0,children,68.6,155.4,217.94321062819597,516.9255144024432,2748.792798949982,3700.6201027512816,5096.880900910724
b21ih,101.0,401.0,128.0,144.0,children,101.0,185.5,257.61628785143387,525.7331110448422,2659.928026296165,3349.8995402542573,5103.124915358843
b22ih,107.0,294.0,129.0,135.4,children,107.0,163.1,229.84224088807247,536.7529507202074,2604.315349735754,4064.3381593210106,5349.573030598601
b23ih,131.0,336.0,176.0,174.7,children,141.5,209.2,278.3460424424071,553.9419350014149,2816.751553180761,3690.5770418619477,4900.69843492975
b24ih,104.0,241.0,118.0,124.8,children,104.0,144.0,230.34748428714366,457.13054671977415,2847.33043971678,3778.3270610596846,5378.792436723088
b25ih,121.0,370.0,168.0,155.5,children,121.0,202.8,303.8766431288166,487.6035759177972,2627.9721155259685,3885.330303596719,5138.398003820386
b26ih,142.0,458.0,160.0,168.0,children,142.0,216.1,219.98456132391232,698.6339397864405,2778.4929873975016,3628.5967643780514,5287.025843135978
b27ih,91.0,265.0,131.0,112.3,children,92.9,150.4,232.1927786231243,554.0397447022227,2601.438968045882,3592.2837470986015,4980.499172567168
b28ih,151.0,345.0,184.0,169.9,children,151.0,209.0,244.53591505750387,487.7573410273914,2653.248660896515,3824.942357394731,5235.892970391408
b29ih,110.0,404.0,187.0,145.9,children,117.9,215.0,243.51355462884845,536.1875036931913,2589.1563927391967,4096.110006297289,5158.6203473905025
g01ih,114.0,347.0,170.0,180.0,children,136.6,213.4,243.49202997424808,494.2543655173483,2629.784187405776,3679.763680580691,4884.481117909456
g02ih,162.0,359.0,184.0,200.0,children,162.0,224.5,267.7700952065464,742.2359147445806,2726.7342359180284,3861.3507513423096,5115.280619048439
g04ih,218.0,531.0,387.0,364.0,children,323.9,427.1,271.9889528208641,558.1578356527517,2467.884822783846,3649.0612455357577,4820.518094852442
g05ih,163.0,486.0,216.0,232.0,children,170.7,277.3,221.29287361325822,458.9199937331356,2837.352954691781,3811.02067712178,5416.09139675671
g06ih,152.0,302.0,160.0,176.0,children,152.0,192.8,239.94160821522297,774.4797544477797,2752.5295972525932,3764.8648379664314,5201.0718436265015
g07ih,102.0,413.0,152.0,160.0,children,104.7,207.3,257.13553849384294,541.8377056408366,2576.7173895666756,3632.593209612784,5139.876264843031
g08ih,174.0,552.0,249.0,247.0,children,185.6,310.4,260.7067379901387,529.3793147467303,2757.698634886972,3820.015072046234,5311.533554763602
g09ih,91.0,399.0,112.0,120.0,children,91.0,166.8,263.94613634756263,522.8612634495403,2878.187175081317,3778.456599515378,5095.741650160079
g10ih,168.0,409.0,210.0,217.0,children,173.7,253.3,260.68460078778935,515.628712187678,2883.0829403630473,3744.298094574022,4963.940596482979
g11ih,97.0,347.0,268.0,252.0,children,218.8,301.2,227.78917362697652,510.43783067969616,2477.791359378796,3639.7849699725425,4970.695243465759
g12ih,127.0,367.0,178.0,197.0,children,147.9,227.1,258.2043912918509,553.3243709292799,2901.4033247004572,3660.252921707735,5055.271620931302
g13ih,95.0,368.0,147.0,168.0,children,112.5,202.5,256.2275333618812,532.4538870925569,2670.811093724457,3620.437941397204,4906.593449241925
g14ih,164.0,475.0,195.0,198.0,children,164.0,247.8,213.63887489592676,531.170535561383,2804.2072839111556,3830.2128946988296,5203.276104407533
g15ih,134.0,471.0,200.0,261.0,children,174.9,286.1,242.1395541470371,507.90366089517255,2835.450704629142,3804.9995342183806,5126.841287868515
g17ih,165.0,377.0,218.0,211.2,children,179.6,249.6,248.94505201788712,521.6244266990171,2609.969873449561,3789.082075175686,4882.633487303965
g18ih,107.0,374.0,174.0,132.5,children,109.2,197.3,213.65993500454465,520.8944043207684,2774.8623687531194,3635.048985610908,5013.887846427195
g19ih,108.0,276.0,140.0,149.8,children,117.2,172.6,238.92240184390243,559.1120800178708,2678.28404692312,3851.3060041600497,5071.548289537962
g20ih,116.0,336.0,152.0,160.3,children,119.9,192.5,243.2442701248433,519.1461799325698,2747.157998171303,4007.9477504226443,4894.636435756984
g21ih,94.0,264.0,120.0,128.0,children,95.9,152.0,230.29020138465685,570.26668903436,3031.678072192275,4062.3606676572767,4948.197031791272
m01iy,160.8,499.9,218.0,285.0,men,195.5,307.5,173.1188769212548,347.5295389499707,2413.7267999183155,2881.816262573078,3402.9844061040258
m02iy,187.0,423.0,240.0,258.0,men,210.1,287.9,107.97214337691702,332.2444615020962,2274.1093273478723,3035.797338935665,3258.0635173055553
m03iy,153.0,468.0,204.0,272.0,men,186.0,290.0,95.04491081695897,364.42036776641856,2242.481640260215,2590.196109977873,3024.2992699556007
m04iy,73.0,313.0,192.0,189.0,men,150.9,230.1,133.62788690827716,373.5320417989708,2352.476643983207,3382.5936664086503,3926.229671618413
m06iy,79.0,320.0,220.0,214.0,men,177.2,256.8,122.22365492559089,392.27631455772377,2359.3968446991225,2765.355272414893,3432.3327962436324
m07iy,100.0,359.0,156.0,173.0,men,121.8,207.2,101.90419965113324,372.4707243447391,2365.121374495333,3196.623153544617,3768.935374805607
m08iy,91.0,389.0,131.0,192.0,men,112.3,210.7,163.04131534785034,333.8471105878454,2339.8586720264475,2824.871136627449,3492.458240565262
m09iy,141.0,482.0,229.0,262.0,men,189.2,301.8,127.72988187549294,367.7502626134442,2058.620515730672,2912.9182929415692,3552.6011508025676
m10iy,206.0,429.0,262.0,239.0,men,213.7,287.3,166.76199184296792,338.7206712707998,2226.541420008953,2936.293972178417,3262.0800496928036
m11iy,235.0,558.0,372.0,414.0,men,339.7,446.3,160.25748419785126,335.9100239914851,2252.140028604114,2858.645037421528,3438.8916214124156
m13iy,115.0,344.0,251.0,280.0,men,227.7,303.3,105.40910456372077,355.20970805346525,2203.916665215257,2897.8429785923317,3314.6733634471757
m14iy,90.0,346.0,137.0,157.0,men,104.8,189.2,105.35088050353669,350.7549997087836,2474.9631170684465,2831.444826123297,3525.8082758230466
m16iy,85.0,264.0,141.0,140.0,men,111.0,170.0,145.42530948079548,320.40939106372514,2227.603069870352,2529.8370445042724,3190.0056130894736
m17iy,79.0,340.0,179.0,188.0,men,140.4,226.6,164.30639063914558,334.32564444817007,2284.298275221869,2815.2328036025156,3767.97008481884
m18iy,63.0,336.0,141.0,132.0,men,91.5,181.5,139.1073934859523,380.0088275521193,2347.0212965260935,3036.8017357108774,3420.8562653007807
m19iy,128.0,360.0,220.0,194.0,men,168.7,245.3,162.64023885420877,357.9097510675946,2414.0190701788656,2898.9712808947215,3516.7468726202824
m20iy,89.0,352.0,217.0,202.0,men,166.1,252.9,159.4311117721227,328.4569966764896,2315.4203890483805,3338.695047591715,3388.854836910974
m21iy,88.0,241.0,142.0,140.0,men,115.8,166.2,127.10269594624891,353.70501512155806,2118.561502828319,3043.2041884721766,3307.1202380417985
m22iy,147.0,398.0,271.0,266.0,men,227.1,309.9,125.19177211357604,380.0919642656142,2157.3863204020386,2761.7437679232553,3928.372161795456
m23iy,162.0,427.0,193.0,202.0,men,162.0,241.2,120.22595130298419,370.66055768087733,2207.312124652969,2959.4542878383118,3434.4528890966185
m24iy,104.0,345.0,156.0,150.0,men,113.2,192.8,132.67751818496214,392.49326032371795,2093.9142852269742,2520.0207010055556,3120.8836669335697
m25iy,91.0,359.0,177.0,167.0,men,127.8,216.2,116.11125038522033,360.39803716155535,2226.300906862576,2819.2447884213348,3417.984282723495
m26iy,89.0,360.0,211.0,210.0,men,165.8,255.2,117.57650314241268,337.2213061135536,2203.9085379444846,2625.860554944842,3021.2742153856952
m27iy,118.0,336.0,277.0,278.0,men,241.5,313.5,115.6120812246275,354.31268112767714,2260.202591868255,2793.168277630698,3560.6160496509747
m28iy,119.0,313.0,182.0,155.0,men,136.5,200.5,184.87259064412618,368.4516472390055,2330.1050755770766,2529.534397312102,2971.694989156159
m29iy,192.0,353.0,266.0,243.0,men,227.9,281.1,128.03094060840158,336.3412331092352,2369.6374807902034,3067.384786854124,3554.818314950742
m30iy,140.0,422.0,176.0,198.0,men,140.5,233.5,107.86728232533613,372.61588512644715,2418.553010090456,3033.3221249943113,3518.0687552065233
m31iy,89.0,291.0,168.0,174.0,men,137.7,204.3,155.5413947226351,334.304496579596,2332.934178488676,2915.619024134259,3777.0714622847113
m32iy,126.0,331.0,247.0,246.0,men,212.7,280.3,164.83029777576505,341.10233329114925,2222.2650898179713,2908.1702726384424,4301.706618456306
m33iy,80.0,334.0,146.0,176.0,men,119.1,202.9,157.16729805951172,325.40123813547564,2447.4551964876573,2947.3288621836027,3858.694919011044
m34iy,154.0,354.0,201.0,268.0,men,201.5,267.5,128.6722872385395,361.9249123345034,2117.5144043020337,2851.9298914382466,3168.6998962728344
m35iy,66.0,334.0,135.0,182.0,men,114.3,202.7,121.54080019054491,357.08104834871835,2102.7008232919693,2852.1064163152714,3300.9667839711137
m36iy,117.0,336.0,250.0,218.0,men,197.9,270.1,131.07402219400956,370.3402467108135,2078.2195657039797,2669.7118593863606,3107.996805261086
m37iy,81.0,276.0,152.0,152.0,men,119.8,184.2,135.9650083891088,417.62327854258626,2111.4731765325528,2848.9141603470985,3380.99584568357
m38iy,96.0,283.0,139.0,125.0,men,101.1,162.9,147.1695485832732,316.69337193038,2190.316019903118,2803.546592204698,3655.3940298624525
m39iy,190.0,425.0,255.0,256.0,men,216.7,294.3,184.5784683508963,375.78297974678514,2206.2347392476495,3122.041434263233,3597.6551125940014
m40iy,146.0,377.0,184.0,187.0,men,147.4,223.6,153.1728579939404,368.0286318289804,2423.293216225302,2881.1919808654893,3907.3651724638144
m41iy,82.0,303.0,187.0,189.0,men,151.5,224.5,140.56145090758784,413.14849213670794,2213.277346677006,2783.969630730013,3448.2640459576605
m42iy,110.0,396.0,184.0,160.0,men,124.8,219.2,151.78424322179785,401.66850607690014,2183.511336670702,3070.876848581182,3739.793583261128
m44iy,123.0,414.0,154.0,176.0,men,123.0,213.0,100.63414506482081,330.2685728916759,2260.478595998265,2770.164861108393,3206.741151193595
m45iy,92.0,326.0,127.0,237.0,men,143.4,220.6,221.6545528345962,430.3864923091669,2423.835952629086,3315.0158036606917,3741.016228164156
m47iy,87.0,315.0,180.0,174.0,men,139.4,214.6,154.3900618819862,324.92881242853565,2058.4980988309317,2995.4893982348485,3367.275053770425
m48iy,85.0,301.0,189.0,167.0,men,142.4,213.6,125.02449166906062,370.5662629959945,2502.7046584773752,2769.5620623980526,3902.7509674855974
m49iy,96.0,342.0,255.0,262.0,men,217.9,299.1,133.37041585901582,383.6100773160431,2525.7139081110295,3263.737775997855,3833.6031923553737
m50iy,161.0,389.0,288.0,325.0,men,268.9,344.1,113.74408151687015,356.29899027945095,2371.8685117616797,2582.345739416386,3229.13959156643
w01iy,69.0,301.0,208.0,210.0,women,170.7,247.3,234.576222245213,452.25086831529177,2807.962483096936,3345.1405898957514,4412.284733963632
w02iy,174.0,554.0,325.0,335.0,women,267.3,392.7,222.83589782290886,441.8408113333679,2889.750904635713,3655.0940843743515,4373.254427788215
w03iy,94.0,383.0,238.0,256.0,women,199.3,294.7,193.78079151345722,389.14215314295814,2673.191746693209,3026.628445109068,3875.8126151258975
w04iy,180.0,544.0,398.0,393.0,women,335.4,455.6,215.46052810839814,427.85995682712587,2742.8497688063862,3006.400958873879,3633.164673692757
w05iy,141.0,446.0,249.0,277.0,women,212.7,313.3,248.10278825191733,401.0687250544448,2705.1051058024354,3473.443396886464,4376.616158875912
w06iy,86.0,418.0,236.0,243.0,women,184.7,294.3,222.67885216953061,447.74111798295763,2582.3324952373487,3038.631917701088,3453.92299717601
w07iy,148.0,429.0,248.0,264.0,women,209.6,302.4,200.57095237282644,402.9113812720107,2641.615441541536,2888.807471700041,4063.0206495736406
w08iy,135.0,432.0,282.0,290.0,women,237.0,335.0,263.66768931943795,478.0906666601766,2709.803294636859,3253.7951064278886,4443.905092867326
w09iy,90.0,336.0,194.0,208.0,women,160.4,241.6,262.2943978733371,462.61923892253657,2793.5551324364046,3322.311329798301,4211.9453548494075
w10iy,107.0,431.0,282.0,251.0,women,213.0,320.0,238.0060518560569,477.4699705601402,2843.0949424827186,3202.333893536776,4257.89135005056
w11iy,102.0,535.0,365.0,342.0,women,282.1,424.9,203.76777524126047,409.1351356847453,2650.2183691922114,3080.9814723611134,3620.55607278053
w12iy,133.0,492.0,343.0,352.0,women,288.3,406.7,222.57876129482474,443.0212648139348,2793.898920912117,2970.0395631036113,3742.369030040975
w13iy,168.0,504.0,322.0,308.0,women,259.6,370.4,230.31579020632248,443.95152506947574,2792.070861136511,3347.9839648447673,3998.987917696817
w14iy,79.0,340.0,112.0,136.0,women,80.9,167.1,225.64268880866376,441.6425882959504,2703.8885839147106,3491.286632731206,4353.02825780617
w15iy,206.0,527.0,410.0,360.0,women,332.0,438.0,253.28442742451827,436.6759540252193,2819.252400432788,3245.943262698742,4187.6888244146285
w16iy,126.0,404.0,220.0,222.0,women,175.1,266.9,228.79584346646078,457.4652682711112,2923.422634007328,3595.787908504694,4038.5837930257126
w17iy,134.0,374.0,216.0,231.0,women,183.9,263.1,210.98049893433776,430.2585988204782,2647.4808615979964,3220.0325648550415,3567.077399663841
w19iy,96.0,398.0,291.0,259.0,women,225.2,324.8,248.81804546027874,492.3531880519462,2693.6093764671687,3319.9121740866262,4207.884024322851
w20iy,176.0,463.0,337.0,336.0,women,289.1,383.9,196.20422824419273,395.2294483452854,2588.263958019198,3264.4688041237855,3862.33921909282
w21iy,155.0,508.0,319.0,350.0,women,276.3,392.7,222.8966301612525,437.7783051669782,2481.687058413602,3004.1159017599075,3861.223969465938
w22iy,116.0,420.0,218.0,190.0,women,153.8,254.2,215.5838112748315,432.2784130721846,2590.762468421874,3140.5533066510498,4319.553340570167
